station_id,name,lat,lon
3081,Graham Ave & Grand St,40.7119,-73.944
316,Fulton St & William St,40.7096,-74.0065
3394,Columbia St & W 9 St,40.677,-74.0065
294,Washington Square E,40.7305,-73.9957
482,W 15 St & 7 Ave,40.7394,-73.9993
505,6 Ave & W 33 St,40.749,-73.9885
526,E 33 St & 5 Ave,40.7477,-73.9849
394,E 9 St & Avenue C,40.7252,-73.9777
511,E 14 St & Avenue B,40.7294,-73.9777
239,Willoughby St & Fleet St,40.692,-73.9813
502,Henry St & Grand St,40.7142,-73.9813
3169,Riverside Dr & W 82 St,40.7872,-73.9813
3307,West End Ave & W 94 St,40.7942,-73.9741
3367,5 Ave & E 103 St,40.7923,-73.9525
3296,E 93 St & 2 Ave,40.7825,-73.9489
3452,Bayard St & Leonard St,40.7192,-73.9489
3606,49 Ave & 21 St,40.7425,-73.9489
3080,S 4 St & Rodney St,40.7093,-73.9561
459,W 20 St & 11 Ave,40.7467,-74.0078
3527,5 Ave & E 126 St,40.807,-73.9417
3636,Expansion Warehouse 333 Johnson Ave,40.7077,-73.9345
296,Division St & Bowery,40.7141,-73.997
345,W 13 St & 6 Ave,40.7365,-73.997
375,Mercer St & Bleecker St S,40.7268,-73.997
375,Mercer St & Bleecker St,40.7268,-73.997
3621,27 Ave & 9 St,40.774,-73.9309
391,Clark St & Henry St,40.6976,-73.9934
439,E 4 St & 2 Ave,40.7263,-73.9898
3399,7 St & 3 Ave,40.6726,-73.9898
3513,21 St & Hoyt Ave S,40.7746,-73.9237
3570,35 Ave & 37 St,40.7557,-73.9237
3411,Bond St & Bergen St,40.685,-73.9862
536,1 Ave & E 30 St,40.7414,-73.9754
356,Bialystoker Pl & Delancey St,40.7162,-73.9826
418,Front St & Gold St,40.7022,-73.9826
431,Hanover Pl & Livingston St,40.6886,-73.9826
3158,W 63 St & Broadway,40.7716,-73.9826
3413,Wyckoff St & 3 Ave,40.6828,-73.9826
3466,W 45 St & 6 Ave,40.7567,-73.9826
467,Dean St & 4 Ave,40.6831,-73.979
3164,Columbus Ave & W 72 St,40.7771,-73.979
270,Adelphi St & Myrtle Ave,40.6931,-73.9718
3366,West End Ave & W 107 St,40.8021,-73.9682
534,Water - Whitehall Plaza,40.7026,-74.0127
3085,Roebling St & N 4 St,40.7147,-73.9574
3543,Morningside Dr & Amsterdam Ave,40.8103,-73.9574
344,Monroe St & Bedford Ave,40.6851,-73.9538
373,Willoughby Ave & Walworth St,40.6933,-73.9538
3040,SSP Tech Workshop,40.6467,-74.0163
3245,Kiosk in a box Motivate,40.6467,-74.0163
3385,2 Ave & E 105 St,40.7898,-73.943
3503,Madison Ave & E 120 St,40.803,-73.943
224,Spruce St & Nassau St,40.7115,-74.0055
320,Leonard St & Church St,40.7176,-74.0055
404,9 Ave & W 14 St,40.7406,-74.0055
146,Hudson St & Reade St,40.7163,-74.0091
152,Warren St & Church St,40.7147,-74.0091
3255,8 Ave & W 31 St,40.7506,-73.9947
3326,Clinton St & Centre St,40.6743,-74.0019
3052,Lewis Ave & Madison St,40.6863,-73.9358
3614,Crescent St & 30 Ave,40.7687,-73.925
362,Broadway & W 37 St,40.7517,-73.9875
503,E 20 St & Park Ave,40.7383,-73.9875
3176,W 64 St & West End Ave,40.7745,-73.9875
3612,30 Ave & 21 St,40.7704,-73.9286
274,Lafayette Ave & Fort Greene Pl,40.6869,-73.9767
411,E 6 St & Avenue D,40.7223,-73.9767
538,E 48 St & Madison Ave,40.7567,-73.9767
3171,Amsterdam Ave & W 82 St,40.7852,-73.9767
3219,NYCBS Depot - STY,40.7292,-73.9767
3243,E 58 St & 1 Ave,40.7589,-73.9623
3117,Franklin St & Dupont St,40.7356,-73.9587
454,E 51 St & 1 Ave,40.7546,-73.9659
460,S 4 St & Wythe Ave,40.7129,-73.9659
3231,E 67 St & Park Ave,40.7678,-73.9659
3115,India St & Manhattan Ave,40.7323,-73.9551
3520,Adam Clayton Powell Blvd & W 118 St,40.8044,-73.9515
3108,Nassau Ave & Russell St,40.7256,-73.9443
3501,E 118 St & Madison Ave,40.8015,-73.9443
212,W 16 St & The High Line,40.7433,-74.0068
3053,Marcy Ave & Lafayette Ave,40.6901,-73.9479
3084,Devoe St & Leonard St,40.7135,-73.9479
195,Liberty St & Broadway,40.7091,-74.0104
329,Greenwich St & North Moore St,40.7202,-74.0104
406,Hicks St & Montague St,40.6951,-73.996
3384,Smith St & 3 St,40.6787,-73.996
3427,Lafayette St & Jersey St,40.7243,-73.996
3435,Grand St & Elizabeth St,40.7188,-73.996
3129,Queens Plaza North & Crescent St,40.7511,-73.9407
3395,Henry St & W 9 St,40.6764,-74.0032
3042,Fulton St & Utica Ave,40.6794,-73.9299
496,E 16 St & 5 Ave,40.7373,-73.9924
3403,4 Ave & 9 St,40.6705,-73.9888
410,Suffolk St & Stanton St,40.7207,-73.9852
447,8 Ave & W 52 St,40.7637,-73.9852
153,E 40 St & 5 Ave,40.7521,-73.9816
119,Park Ave & St Edwards St,40.6961,-73.978
271,Ashland Pl & Hanson Pl,40.6852,-73.978
318,E 43 St & Vanderbilt Ave,40.7532,-73.978
517,Pershing Square S,40.7515,-73.978
3648,Flushing Ave & Vanderbilt Ave,40.698,-73.9708
3469,India St & West St,40.7318,-73.96
305,E 58 St & 3 Ave,40.761,-73.9672
3320,Central Park West & W 100 St,40.7934,-73.9636
409,DeKalb Ave & Skillman St,40.6906,-73.9564
3118,McGuinness Blvd & Eagle St,40.7356,-73.9528
3492,E 118 St & Park Ave,40.8005,-73.942
462,W 22 St & 10 Ave,40.7469,-74.0045
3531,Frederick Douglass Blvd & W 129 St,40.8126,-73.9492
260,Broad St & Bridge St,40.7037,-74.0117
405,Washington St & Gansevoort St,40.7393,-74.0081
3589,Broadway & 12 St,40.7668,-73.9348
334,W 20 St & 7 Ave,40.7424,-73.9973
3498,Pleasant Ave & E 120 St,40.7975,-73.9312
488,W 39 St & 9 Ave,40.7565,-73.9937
3514,Astoria Park S & Shore Blvd,40.7767,-73.9276
232,Cadman Plaza E & Tillary St,40.696,-73.9901
497,E 17 St & Broadway,40.737,-73.9901
3603,31 Ave & 30 St,40.7647,-73.924
3000,MLSWKiosk,40.7555,-73.9865
493,W 45 St & 6 Ave (1),40.7568,-73.9829
493,W 45 St & 6 Ave,40.7568,-73.9829
3175,W 70 St & Amsterdam Ave,40.7775,-73.9829
522,E 51 St & Lexington Ave,40.7571,-73.9721
3457,E 58 St & Madison Ave,40.763,-73.9721
266,Avenue D & E 8 St,40.7237,-73.9757
487,E 20 St & FDR Drive,40.7331,-73.9757
3414,Bergen St & Flatbush Ave,40.6809,-73.9757
3016,Kent Ave & N 7 St,40.7207,-73.9613
3545,Broadway & W 122 St,40.8121,-73.9613
3355,E 66 St & Madison Ave,40.768,-73.9685
384,Fulton St & Washington Ave,40.683,-73.9649
3133,E 67 St & Park Ave,40.7674,-73.9649
3133,E 67 St & Lexington Ave,40.7673,-73.9649
3552,W 113 St & Broadway,40.806,-73.9649
3119,Vernon Blvd & 50 Ave,40.7423,-73.9541
3147,E 85 St & 3 Ave,40.778,-73.9541
3579,Sterling Pl & Bedford Ave,40.6727,-73.9541
327,Vesey Pl & River Terrace,40.7153,-74.0166
3239,Bressler,40.6465,-74.0166
3135,E 75 St & 3 Ave,40.7711,-73.9577
3145,E 84 St & Park Ave,40.7786,-73.9577
3584,Eastern Pkwy & Franklin Ave,40.6708,-73.9577
319,Park Pl & Church St,40.7134,-74.0094
319,Fulton St & Broadway,40.7111,-74.0094
3126,44 Dr & Jackson Ave,40.7472,-73.9433
320,Church St & Leonard St,40.7174,-74.0058
3325,E 95 St & 3 Ave,40.7849,-73.9505
309,Murray St & West St,40.715,-74.013
3507,Park Ave & E 124 St,40.8046,-73.9397
3556,24 St & 41 Ave,40.7527,-73.9397
3258,W 27 St & 10 Ave,40.7502,-74.0022
466,W 25 St & 6 Ave,40.744,-73.9914
523,W 38 St & 8 Ave,40.7547,-73.9914
340,Madison St & Clinton St,40.7127,-73.9878
428,E 3 St & 1 Ave,40.7247,-73.9878
3373,3 St & 3 Ave,40.6751,-73.9878
3040,GOW Tech Shop,40.6698,-73.995
433,E 13 St & Avenue A,40.7296,-73.9806
245,Myrtle Ave & St Edwards St,40.6933,-73.977
3437,Riverside Dr & W 91 St,40.7931,-73.977
518,E 39 St & 2 Ave,40.7478,-73.9734
3316,W 104 St & Amsterdam Ave,40.799,-73.9662
481,S 3 St & Bedford Ave,40.7126,-73.9626
3144,E 81 St & Park Ave,40.7768,-73.959
3547,Broadway & Moylan Pl,40.8143,-73.959
3585,Union St & Bedford Ave,40.6692,-73.9554
427,State St,40.7025,-74.0143
3069,Lorimer St & Broadway,40.7041,-73.9482
3089,Leonard St & Meeker Ave,40.7173,-73.9482
3456,Jackson St & Leonard St,40.7164,-73.9482
358,Christopher St & Greenwich St,40.7329,-74.0071
3083,Bushwick Ave & Powers St,40.7125,-73.941
3389,Carroll St & Columbia St,40.683,-74.0035
3489,Gold St & Frankfort St,40.7107,-74.0035
3588,Vernon Blvd & 10 St,40.7672,-73.9374
223,W 13 St & 7 Ave,40.7378,-73.9999
3388,President St & Henry St,40.6828,-73.9999
310,State St & Smith St,40.6893,-73.9891
312,Allen St & E Houston St,40.7221,-73.9891
312,Allen St & Stanton St,40.7221,-73.9891
3512,27 Ave & 4 St,40.7747,-73.9338
531,Forsyth St & Broome St,40.7189,-73.9927
3313,6 Ave & 12 St,40.6663,-73.9855
317,E 6 St & Avenue B,40.7245,-73.9819
468,Broadway & W 56 St,40.7653,-73.9819
468,Broadway & W 55 St,40.7653,-73.9819
472,E 32 St & Park Ave,40.7457,-73.9819
499,Broadway & W 60 St,40.7692,-73.9819
3019,NYCBS Depot - DEL,40.7166,-73.9819
160,E 37 St & Lexington Ave,40.7482,-73.9783
3285,W 87 St & Amsterdam Ave,40.7884,-73.9747
3285,W 87 St  & Amsterdam Ave,40.7884,-73.9747
3485,NYCBS Depot - RIS,40.7252,-73.9747
3143,5 Ave & E 78 St,40.7768,-73.9639
3132,E 59 St & Madison Ave,40.7635,-73.9711
3331,Riverside Dr & W 104 St,40.8013,-73.9711
3418,Plaza St West & Flatbush Ave,40.675,-73.9711
313,Washington Ave & Park Ave,40.6961,-73.9675
3631,Crown St & Bedford Ave,40.6666,-73.9567
3128,21 St & 43 Ave,40.7505,-73.9459
3312,1 Ave & E 94 St,40.7817,-73.9459
3535,Mt Morris Park W & W 120 St,40.804,-73.9459
337,Old Slip & Front St,40.7038,-74.0084
3245,"Industry City, Building 1 Basement",40.6559,-74.0084
3508,St Nicholas Ave & Manhattan Ave,40.8097,-73.9531
3062,Myrtle Ave & Marcy Ave,40.6954,-73.9495
3387,E 106 St & Madison Ave,40.7934,-73.9495
3337,Dwight St & Van Dyke St,40.6736,-74.012
3494,E 115 St & Lexington Ave,40.7979,-73.9423
247,Perry St & Bleecker St,40.7354,-74.0048
335,Washington Pl & Broadway,40.729,-73.994
408,Market St & Cherry St,40.7108,-73.994
3322,12 St & 4 Ave,40.6686,-73.9904
3377,Carroll St & Bond St,40.6786,-73.9904
524,W 43 St & 6 Ave,40.7553,-73.9832
540,Lexington Ave & E 26 St,40.7415,-73.9832
3573,35 St & 34 Ave,40.7581,-73.9243
474,5 Ave & E 29 St,40.7452,-73.9868
167,E 39 St & 3 Ave,40.7489,-73.976
3165,Central Park West & W 72 St,40.7758,-73.976
372,Franklin Ave & Myrtle Ave,40.6945,-73.958
3075,Division Ave & Marcy Ave,40.7071,-73.958
3114,India St & East River,40.7317,-73.9616
3318,2 Ave & E 96 St,40.784,-73.9472
328,Watts St & Greenwich St,40.7241,-74.0097
3073,Division Ave & Hooper St,40.7069,-73.9544
3238,E 80 St & 2 Ave,40.7739,-73.9544
351,Front St & Maiden Ln,40.7053,-74.0061
257,Lispenard St & Broadway,40.7194,-74.0025
446,W 24 St & 7 Ave,40.7449,-73.9953
3625,28 St & 40 Ave,40.7526,-73.9364
498,Broadway & W 32 St,40.7485,-73.9881
173,Broadway & W 49 St,40.7607,-73.9845
3486,Schermerhorn St & Bond St,40.6884,-73.9845
242,Carlton Ave & Flushing Ave,40.6978,-73.9737
262,Washington Park,40.6918,-73.9737
281,Grand Army Plaza & Central Park S,40.7644,-73.9737
3160,Central Park West & W 76 St,40.779,-73.9737
3516,31 St & Astoria Blvd,40.7699,-73.9184
150,E 2 St & Avenue C,40.7209,-73.9809
3162,W 78 St & Broadway,40.7834,-73.9809
3167,Amsterdam Ave & W 73 St,40.7797,-73.9809
3161,W 76 St & Columbus Ave,40.7802,-73.9773
3155,Lexington Ave & E 63 St,40.7644,-73.9665
3105,N 15 St & Wythe Ave,40.7241,-73.9557
3036,8D OPS 01,40.6849,-74.0254
3479,Picnic Point,40.6851,-74.0254
120,Lexington Ave & Classon Ave,40.6868,-73.9593
3594,Montgomery St & Franklin Ave OLD,40.6662,-73.9593
3107,Bedford Ave & Nassau Ave,40.7231,-73.9521
3127,9 St & 44 Rd,40.7497,-73.9521
3076,Scholes St & Manhattan Ave,40.7087,-73.9449
3094,Graham Ave & Withers St,40.717,-73.9449
3179,Park Ave & Marcus Garvey Blvd,40.6986,-73.9413
3618,27 St & Hunter St,40.7485,-73.9413
495,W 47 St & 10 Ave,40.7627,-73.993
82,St James Pl & Pearl St,40.7112,-74.0002
3260,Mercer St & Bleecker St,40.7271,-73.9966
2000,Front St & Washington St,40.7026,-73.9894
359,E 47 St & Park Ave,40.7551,-73.975
540,Lexington Ave & E 29 St,40.7431,-73.9822
3523,24 Ave & 29 St,40.7729,-73.9161
3445,Riverside Dr & W 89 St,40.7918,-73.9786
516,E 47 St & 1 Ave,40.7521,-73.9678
3226,W 82 St & Central Park West,40.7828,-73.9714
3462,E 44 St & 2 Ave,40.7512,-73.9714
3078,Broadway & Roebling St,40.7092,-73.9606
3323,W 106 St & Central Park West,40.7982,-73.9606
3375,3 Ave & E 72 St,40.7699,-73.9606
3599,Franklin Ave & Empire Blvd,40.6631,-73.9606
471,Grand St & Havemeyer St,40.7129,-73.957
3048,Putnam Ave & Nostrand Ave,40.684,-73.9498
3071,Boerum St & Broadway,40.7054,-73.9498
3125,45 Rd & 11 St,40.7471,-73.9498
259,South St & Whitehall St,40.7012,-74.0123
3224,W 13 St & Hudson St,40.74,-74.0051
116,W 17 St & 8 Ave,40.7418,-74.0015
348,W Broadway & Spring St,40.7249,-74.0015
3229,Marcy Ave & MacDonough St,40.6806,-73.9462
3478,2 Ave & 36 St - Citi Bike HQ at Industry City,40.6571,-74.0087
3123,31 St & Thomson Ave,40.7447,-73.9354
448,W 37 St & 10 Ave,40.7566,-73.9979
3321,Clinton St & Union St,40.6831,-73.9979
3398,Smith St & 9 St,40.6747,-73.9979
285,Broadway & E 14 St,40.7345,-73.9907
403,E 2 St & 2 Ave,40.725,-73.9907
3619,Newtown Ave & 23 St,40.7714,-73.9246
218,Gallatin Pl & Livingston St,40.6903,-73.9871
236,St Marks Pl & 2 Ave,40.7284,-73.9871
2001,Sands St & Navy St,40.6998,-73.9799
3235,E 41 St & Madison Ave,40.7522,-73.9799
3297,6 St & 7 Ave,40.6687,-73.9799
83,Atlantic Ave & Fort Greene Pl,40.6838,-73.9763
341,Stanton St & Mangin St,40.7178,-73.9763
2006,Central Park S & 6 Ave,40.7659,-73.9763
3368,5 Ave & 3 St,40.6728,-73.9835
416,Cumberland St & Lafayette Ave,40.6875,-73.9727
455,1 Ave & E 44 St,40.75,-73.9691
3264,E 61 St & Park Ave,40.7642,-73.9691
3341,Central Park West & W 102 St,40.7953,-73.9619
3116,Huron St & Franklin St,40.7327,-73.9583
3534,Frederick Douglass Blvd & W 117 St,40.8052,-73.9547
304,Broadway & Battery Pl,40.7046,-74.0136
514,12 Ave & W 40 St,40.7609,-74.0028
3100,Nassau Ave & Newell St,40.7248,-73.9475
3252,Bike The Branches - Red Hook Branch,40.6753,-74.01
453,W 22 St & 8 Ave,40.7448,-73.9992
3259,9 Ave & W 28 St,40.7494,-73.9992
3315,Henry St & Degraw St,40.6848,-73.9992
382,University Pl & E 14 St,40.7349,-73.992
3402,Court St & State St,40.6902,-73.992
3593,31 St & Broadway,40.7616,-73.9259
278,Concord St & Bridge St,40.6977,-73.9848
291,Madison St & Montgomery St,40.7131,-73.9848
3643,E 41 St & 5 Ave,40.7527,-73.9812
3283,W 89 St & Columbus Ave,40.7882,-73.9704
3350,W 100 St & Broadway,40.7974,-73.9704
456,E 53 St & Madison Ave,40.7597,-73.974
3542,Amsterdam Ave & W 119 St,40.8086,-73.9596
3562,Classon Ave & St Marks Ave,40.6765,-73.9596
2002,Wythe Ave & Metropolitan Ave,40.7169,-73.9632
3580,St Johns Pl & Washington Ave,40.6737,-73.9632
3063,Nostrand Ave & Myrtle Ave,40.6953,-73.9524
3096,Union Ave & N 12 St,40.7192,-73.9524
3345,Madison Ave & E 99 St,40.7895,-73.9524
3254,Soissons Landing,40.6923,-74.0149
3644,Van Dyke St & Van Brunt St,40.6758,-74.0149
3090,N 8 St & Driggs Ave,40.7177,-73.956
3284,E 88 St & Park Ave,40.7814,-73.956
3057,Kosciuszko St & Tompkins Ave,40.6913,-73.9452
3518,Lenox Ave & W 126 St,40.8084,-73.9452
248,Laight St & Hudson St,40.7219,-74.0077
3351,E 102 St & 1 Ave,40.787,-73.9416
3551,3 Ave & E 112 St,40.7955,-73.9416
3474,6 Ave & Spring St,40.7253,-74.0041
3091,Frost St & Meeker St,40.7176,-73.9488
3288,E 88 St & 1 Ave,40.7783,-73.9488
3256,Pier 40 - Hudson River Park,40.7277,-74.0113
3230,Penn Station Valet,40.7513,-73.9969
3450,Penn Station Valet - Valet Scan,40.7513,-73.9969
3046,Marcus Garvey Blvd & Macon St,40.6826,-73.938
321,Cadman Plaza E & Red Cross Pl,40.6999,-73.9897
3591,21 St & 31 Dr,40.7659,-73.9308
3324,3 Ave & 14 St,40.6685,-73.9933
3401,2 Ave & 9 St,40.6725,-73.9933
3328,W 100 St & Manhattan Ave,40.795,-73.9645
532,S 5 Pl & S 5 St,40.7105,-73.9609
532,S 5 Pl & S 4 St,40.7105,-73.9609
3142,1 Ave & E 62 St,40.7612,-73.9609
3582,Lincoln Pl & Classon Ave,40.6722,-73.9609
3301,Columbus Ave & W 95 St,40.792,-73.9681
249,Harrison St & Hudson St,40.7187,-74.009
3509,Lenox Ave & W 115 St,40.8012,-73.9501
3642,E 98 St & Lexington Ave,40.7873,-73.9501
489,10 Ave & W 28 St,40.7507,-74.0018
3566,Crescent St & 35 Ave,40.7596,-73.9321
168,W 18 St & 6 Ave,40.7397,-73.9946
515,W 43 St & 10 Ave,40.7601,-73.9946
3432,NYCBS Depot - GOW,40.6691,-73.9946
3266,Kiosk in a box Deployment,40.7086,-73.9285
293,Lafayette St & E 8 St,40.7302,-73.991
529,W 42 St & 8 Ave,40.7576,-73.991
432,E 7 St & Avenue A,40.7262,-73.9838
3250,NYCBS Depot - PIT,40.7169,-73.9838
3304,6 Ave & 9 St,40.6681,-73.9838
342,Columbia St & Rivington St,40.7174,-73.9802
2003,1 Ave & E 18 St,40.7342,-73.9802
354,Emerson Pl & Myrtle Ave,40.6936,-73.9622
3131,E 68 St & 3 Ave,40.7671,-73.9622
3376,E 65 St & 2 Ave,40.7647,-73.9622
3378,E 76 St & Park Ave,40.7738,-73.9622
3574,Prospect Pl & Underhill Ave,40.677,-73.9658
3154,E 77 St & 3 Ave,40.7731,-73.9586
79,Franklin St & W Broadway,40.7191,-74.0067
127,Barrow St & Hudson St,40.7317,-74.0067
315,South St & Gouverneur Ln,40.7036,-74.0067
3082,Hope St & Union Ave,40.7117,-73.9514
427,Bus Slip & State St,40.7019,-74.0139
3400,E 110 St & Madison Ave,40.7962,-73.9478
303,Mercer St & Spring St,40.7236,-73.9995
3068,Humboldt St & Varet St,40.7032,-73.9406
3568,34 St & 35 Ave,40.7569,-73.9262
3246,Montague St & Clinton St,40.6943,-73.9923
3364,Carroll St & 5 Ave,40.6752,-73.9815
3419,Douglass St & 4 Ave,40.6793,-73.9815
353,S Portland Ave & Hanson Pl,40.6854,-73.9743
527,E 33 St & 1 Ave,40.7432,-73.9743
367,E 53 St & Lexington Ave,40.7583,-73.9707
302,Avenue D & E 3 St,40.7208,-73.9779
517,Pershing Square South,40.7516,-73.9779
538,W 49 St & 5 Ave,40.758,-73.9779
3429,Hanson Pl & Ashland Pl,40.6851,-73.9779
3431,E 35 St & 3 Ave,40.7465,-73.9779
3581,Underhill Ave & Lincoln Pl,40.674,-73.9671
3453,Devoe St & Lorimer St,40.7134,-73.9491
3338,2 Ave & E 99 St,40.7863,-73.9455
225,W 14 St & The High Line,40.742,-74.008
463,9 Ave & W 16 St,40.7421,-74.0044
3496,1 Ave & E 110 St,40.7923,-73.9383
