,id,name,pagerank,lat,lon
779,3400,E 110 St & Madison Ave,0.892002079679318,40.7962,-73.9478
251,3135,E 75 St & 3 Ave,0.890282518552118,40.7711,-73.9577
252,3427,Lafayette St & Jersey St,0.888540790750487,40.7243,-73.996
253,3417,Baltic St & 5 Ave,0.888049463558705,40.6796,-73.9785
254,262,Washington Park,0.887825737134321,40.6918,-73.9737
780,420,Clermont Ave & Lafayette Ave,0.887529885140205,40.6876,-73.9697
781,3619,Newtown Ave & 23 St,0.884317317640416,40.7714,-73.9246
782,463,9 Ave & W 16 St,0.883999685394366,40.7421,-74.0044
783,3155,Lexington Ave & E 63 St,0.882886849542436,40.7644,-73.9665
784,3443,W 52 St & 6 Ave,0.881452469270819,40.7613,-73.9798
785,3226,W 82 St & Central Park West,0.879969428476924,40.7828,-73.9714
786,3175,W 70 St & Amsterdam Ave,0.879607421715474,40.7775,-73.9829
787,3173,Riverside Blvd & W 67 St,0.878855265391144,40.7775,-73.9889
788,3480,WS Don't Use,0.878165130040192,0,0
789,362,Broadway & W 37 St,0.876727952375461,40.7517,-73.9875
790,3336,E 97 St & Madison Ave,0.874989015378158,40.7878,-73.9536
791,3052,Lewis Ave & Madison St,0.874270148965315,40.6863,-73.9358
792,150,E 2 St & Avenue C,0.872637331470376,40.7209,-73.9809
793,254,W 11 St & 6 Ave,0.8700859874134,40.7353,-73.998
255,3507,Park Ave & E 124 St,0.868004676436145,40.8046,-73.9397
256,3117,Franklin St & Dupont St,0.867498596227644,40.7356,-73.9587
257,3310,14 St & 7 Ave,0.867212729397439,40.6638,-73.984
258,337,Old Slip & Front St,0.866372681012567,40.7038,-74.0084
259,3121,Jackson Ave & 46 Rd,0.865063488884464,40.7452,-73.9473
260,3592,Crescent St & Broadway,0.860283739503401,40.7634,-73.9286
261,3085,Roebling St & N 4 St,0.858882748817404,40.7147,-73.9574
262,271,Ashland Pl & Hanson Pl,0.855928013901207,40.6852,-73.978
264,3518,Lenox Ave & W 126 St,0.851197932888345,40.8084,-73.9452
794,443,Bedford Ave & S 9th St,0.850558650969314,40.7085,-73.9641
798,224,Spruce St & Nassau St,0.848806159116509,40.7115,-74.0055
799,3408,Congress St & Clinton St,0.848422605819179,40.6882,-73.9952
800,3132,E 59 St & Madison Ave,0.844657868241543,40.7635,-73.9711
265,247,Perry St & Bleecker St,0.844308779827195,40.7354,-74.0048
266,3617,28 Ave & 35 St,0.844278862989675,40.7671,-73.917
267,308,St James Pl & Oliver St,0.843066241564834,40.7131,-73.9985
268,3245,Kiosk in a box Motivate,0.842981475436616,40.7164,-73.9823
277,3384,Smith St & 3 St,0.841083416202484,40.6787,-73.996
278,3415,Prospect Pl & 6 Ave,0.836588785086376,40.6793,-73.9752
279,3379,E 103 St & Lexington Ave,0.833014663647682,40.7903,-73.9476
801,409,DeKalb Ave & Skillman St,0.832188098801762,40.6906,-73.9564
802,3078,Broadway & Roebling St,0.831551394251736,40.7092,-73.9606
804,3420,Douglass St & 3 Ave,0.831162407755352,40.6802,-73.9843
805,3256,Pier 40 - Hudson River Park,0.825921440103219,40.7277,-74.0113
806,3306,10 St & 7 Ave,0.821911245854107,40.6662,-73.982
807,3146,E 81 St & 3 Ave,0.820434211417093,40.7757,-73.9568
808,3610,Vernon Blvd & 30 Rd,0.818734565624521,40.7708,-73.9342
809,3419,Douglass St & 4 Ave,0.817805706212554,40.6793,-73.9815
810,516,E 47 St & 1 Ave,0.816146536269656,40.7521,-73.9678
280,276,Duane St & Greenwich St,0.815960584125126,40.7175,-74.0105
281,2004,6 Ave & Broome St,0.81578957434542,40.7244,-74.0047
282,3470,Gowanus Tech Station,0.815534492941815,40.6698,-73.9949
811,3162,W 78 St & Broadway,0.813523122978617,40.7834,-73.9809
812,144,Nassau St & Navy St,0.811598863159995,40.6984,-73.9807
813,3350,W 100 St & Broadway,0.811271962086359,40.7974,-73.9704
814,3435,Grand St & Elizabeth St,0.807889678602998,40.7188,-73.996
815,373,Willoughby Ave & Walworth St,0.80543669310554,40.6933,-73.9538
286,3396,Clinton St & 4 Place,0.80295937265207,40.6784,-74.0001
287,3347,Van Brunt St & Wolcott St,0.798340676548661,40.6773,-74.0128
288,3411,Bond St & Bergen St,0.798190844407426,40.685,-73.9862
289,3286,E 89 St & 3 Ave,0.796564475287769,40.7806,-73.9522
816,436,Hancock St & Bedford Ave,0.791158222567099,40.6822,-73.954
817,3266,Kiosk in a box Deployment,0.790885552144295,40.7086,-73.9285
818,2001,7 Ave & Farragut St,0.790512177807473,40.6998,-73.9799
822,3321,Clinton St & Union St,0.787974194120762,40.6831,-73.9979
290,3077,Stagg St & Union Ave,0.78779152300899,40.7088,-73.951
291,349,Rivington St & Ridge St,0.785907163502378,40.7185,-73.9833
292,3370,E 78 St & 2 Ave,0.785685931269742,40.7728,-73.9558
823,3100,Nassau Ave & Newell St,0.778437647978716,40.7248,-73.9475
824,3148,E 84 St & 1 Ave,0.774036882011224,40.7757,-73.9507
825,3358,Garfield Pl & 8 Ave,0.773939100979136,40.6712,-73.9748
826,3288,E 88 St & 1 Ave,0.769525624443915,40.7783,-73.9488
827,3042,Fulton St & Utica Ave,0.768906327843423,40.6794,-73.9299
296,3169,Riverside Dr & W 82 St,0.767965481053549,40.7872,-73.9813
297,3422,Columbia St & Degraw St,0.767944561141314,40.6859,-74.0024
298,137,E 56 St & Madison Ave,0.765220842638958,40.7616,-73.9729
299,3389,Carroll St & Columbia St,0.763203587167229,40.683,-74.0035
300,3570,35 Ave & 37 St,0.761941353916362,40.7557,-73.9237
828,3524,19 St & 24 Ave,0.761856552251754,40.7775,-73.9225
829,393,E 5 St & Avenue C,0.760148305367389,40.723,-73.98
830,3136,5 Ave & E 63 St,0.754296307338308,40.7665,-73.9715
832,3298,Warren St & Court St,0.75387014129644,40.6864,-73.9938
301,356,Bialystoker Pl & Delancey St,0.75033054561002,40.7162,-73.9826
302,3397,Court St & Nelson St,0.74872049807901,40.6764,-73.9987
303,3595,35 St & Broadway,0.748162061045182,40.7603,-73.9222
304,3068,Humboldt St & Varet St,0.747884239689204,40.7032,-73.9406
305,407,Henry St & Poplar St,0.747500341457637,40.7005,-73.9915
833,249,Harrison St & Hudson St,0.746043511161563,40.7187,-74.009
834,2009,Catherine St & Monroe St,0.738915185347431,40.7112,-73.9968
835,3308,Kane St & Clinton St,0.734565016961292,40.6862,-73.9965
836,534,Water - Whitehall Plaza,0.732410143906053,40.7026,-74.0127
306,404,9 Ave & W 14 St,0.732234622551288,40.7406,-74.0055
307,3360,Amsterdam Ave & W 79 St,0.732110923941936,40.7829,-73.9787
308,489,10 Ave & W 28 St,0.731022611276284,40.7507,-74.0018
309,3320,Central Park West & W 100 St,0.729850522097238,40.7934,-73.9636
310,3293,W 92 St & Broadway,0.724665150958335,40.7921,-73.9739
837,3083,Bushwick Ave & Powers St,0.722958298232628,40.7125,-73.941
838,278,Concord St & Bridge St,0.72206227895869,40.6977,-73.9848
839,294,Washington Square E,0.720648175982171,40.7305,-73.9957
840,3172,W 74 St & Columbus Ave,0.719300257279548,40.7786,-73.9775
311,3139,E 72 St & Park Ave,0.719234038812923,40.7712,-73.9643
313,3339,Berkeley Pl & 6 Ave,0.718749721842798,40.6765,-73.9785
314,3530,Crescent St & Ditmars Blvd,0.716219331762819,40.7787,-73.9146
315,3231,E 67 St & Park Ave,0.71551973746509,40.7678,-73.9659
316,3515,24 Ave & 26 St,0.715438961037022,40.7746,-73.9185
841,3377,Carroll St & Bond St,0.710900209174412,40.6786,-73.9904
842,3062,Myrtle Ave & Marcy Ave,0.710506281196,40.6954,-73.9495
843,3591,21 St & 31 Dr,0.705047677509972,40.7659,-73.9308
844,3292,5 Ave & E 93 St,0.704988251667875,40.7858,-73.9575
317,3404,7 St & 5 Ave,0.704213375596696,40.6705,-73.9854
318,3311,Columbia St & Kane St,0.70124536465711,40.6876,-74.0016
319,340,Madison St & Clinton St,0.700834600946081,40.7127,-73.9878
320,3127,9 St & 44 Rd,0.698667046407036,40.7497,-73.9521
321,3605,31 Ave & Crescent St,0.698288929645942,40.7658,-73.9265
845,3312,1 Ave & E 94 St,0.69654887909173,40.7817,-73.9459
846,3563,28 St & 36 Ave,0.695111840635997,40.7572,-73.9327
847,3047,Halsey St & Tompkins Ave,0.693068969573679,40.6824,-73.9441
848,3344,Pioneer St & Van Brunt St,0.68996718929056,40.679,-74.0112
322,3290,E 89 St & York Ave,0.689688865508361,40.7779,-73.946
323,3260,Mercer St & Bleecker St,0.689666151818497,40.7271,-73.9966
324,3353,Reed St & Van Brunt St,0.689344873235065,40.6748,-74.0161
325,3243,E 58 St & 1 Ave,0.687428465102184,40.7589,-73.9623
326,3244,University Pl & E 8 St,0.687334054292484,40.7314,-73.9949
849,3509,Lenox Ave & W 115 St,0.68699269673064,40.8012,-73.9501
850,342,Columbia St & Rivington St,0.686362410517489,40.7174,-73.9802
851,3372,E 74 St & 1 Ave,0.686355355045748,40.769,-73.9548
852,3497,Pleasant Ave & E 116 St,0.685927644083234,40.795,-73.9333
327,3407,Union St & Nevins St,0.68243186288053,40.6791,-73.9877
328,3076,Scholes St & Manhattan Ave,0.680495169858841,40.7087,-73.9449
329,3222,Hanson Pl & St Felix St,0.680198220990514,40.6852,-73.9771
330,419,Carlton Ave & Park Ave,0.679307489779681,40.6958,-73.9736
331,3067,Broadway & Whipple St,0.678539553353018,40.7017,-73.9437
853,3584,Eastern Pkwy & Franklin Ave,0.67791560030074,40.6708,-73.9577
854,260,Broad St & Bridge St,0.677820448756142,40.7037,-74.0117
855,3597,43 St & Broadway,0.677033096842065,40.7577,-73.9166
856,538,E 48 St & Madison Ave,0.674700257567075,40.7567,-73.9767
332,216,Columbia Heights & Cranberry St,0.669397505719678,40.7004,-73.9955
333,3522,37 St & 24 Ave,0.66123959410362,40.7701,-73.9121
334,302,Avenue D & E 3 St,0.659195398975856,40.7208,-73.9779
335,3329,Degraw St & Smith St,0.658863164139756,40.6829,-73.9932
860,3235,E 41 St & Madison Ave,0.655526329924684,40.7522,-73.9799
861,3428,8 Ave & W 16 St,0.655021605785035,40.741,-74.0017
862,372,Franklin Ave & Myrtle Ave,0.654782483014763,40.6945,-73.9581
864,290,2 Ave & E 58 St,0.65378454787847,40.7602,-73.9648
865,411,E 6 St & Avenue D,0.653252287848941,40.7223,-73.9767
866,3057,Kosciuszko St & Tompkins Ave,0.653063969454409,40.6913,-73.9452
867,3176,W 64 St & West End Ave,0.649644833034903,40.7745,-73.9875
868,408,Market St & Cherry St,0.64961282648478,40.7108,-73.994
869,3508,St Nicholas Ave & Manhattan Ave,0.649044771312318,40.8097,-73.9531
336,291,Madison St & Montgomery St,0.646926115431849,40.7131,-73.9848
337,3588,Vernon Blvd & 10 St,0.646627165620234,40.7672,-73.9374
338,3603,31 Ave & 30 St,0.64445976272639,40.7647,-73.924
339,3529,Lenox Ave & W 130 St,0.644120012612415,40.8108,-73.9431
340,332,Cherry St,0.643725278738997,40.7122,-73.9795
870,3430,Richardson St & N Henry St,0.643126357743051,40.7191,-73.9422
871,3514,Astoria Park S & Shore Blvd,0.642820383497258,40.7767,-73.9276
872,3297,6 St & 7 Ave,0.641766966664281,40.6687,-73.9799
873,3081,Graham Ave & Grand St,0.636112364029777,40.7119,-73.944
341,3589,Broadway & 12 St,0.635361404157244,40.7668,-73.9348
342,3094,Graham Ave & Withers St,0.634920918844049,40.717,-73.9449
343,3178,Riverside Dr & W 78 St,0.634903586940901,40.7841,-73.9836
344,2017,E 43 St & 2 Ave,0.631821714784479,40.7502,-73.9712
345,341,Stanton St & Mangin St,0.6303005758345,40.7178,-73.9763
874,3050,Putnam Ave & Throop Ave,0.628348240477471,40.6852,-73.9411
875,3259,9 Ave & W 28 St,0.628338427008257,40.7494,-73.9992
876,3324,3 Ave & 14 St,0.626785960479572,40.6685,-73.9933
877,3328,W 100 St & Manhattan Ave,0.62625323211701,40.795,-73.9645
346,3390,E 109 St & 3 Ave,0.623861502805686,40.7933,-73.9432
347,3317,10 St & 5 Ave,0.620697851917558,40.6686,-73.987
348,3080,S 4 St & Rodney St,0.620621404229816,40.7093,-73.9561
349,3609,Vernon Blvd & 31 Ave,0.61703497877601,40.7692,-73.9355
350,3241,Monroe St & Tompkins Ave,0.610484908766011,40.6862,-73.9447
878,421,Clermont Ave & Park Ave,0.609737992519716,40.6957,-73.9713
879,3283,W 89 St & Columbus Ave,0.608301025824915,40.7882,-73.9704
880,3258,W 27 St & 10 Ave,0.607369869389628,40.7502,-74.0022
881,331,Pike St & Monroe St,0.604942176362251,40.7117,-73.9919
351,512,W 29 St & 9 Ave,0.603932045586744,40.7501,-73.9984
352,3553,Frederick Douglass Blvd & W 112 St,0.603437348817802,40.8017,-73.9571
353,3412,Pacific St & Nevins St,0.600726875850337,40.6854,-73.983
354,3088,Union Ave & Jackson St,0.599124248558357,40.7161,-73.952
355,3054,Greene Ave & Throop Ave,0.597989738409722,40.6895,-73.9421
882,289,Monroe St & Classon Ave,0.596485018293608,40.6846,-73.9588
883,3331,Riverside Dr & W 104 St,0.595942110255335,40.8013,-73.9711
884,3345,Madison Ave & E 99 St,0.595747540651047,40.7895,-73.9524
885,3341,Central Park West & W 102 St,0.594788697666245,40.7953,-73.9619
356,3303,Butler St & Court St,0.592720811666946,40.685,-73.9944
357,3598,Newton Rd & 44 St,0.590694582445977,40.7596,-73.9143
358,3523,24 Ave & 29 St,0.588112571610964,40.7729,-73.9161
359,3357,W 106 St & Amsterdam Ave,0.58767099393283,40.8008,-73.9664
360,245,Myrtle Ave & St Edwards St,0.586237441065935,40.6933,-73.977
886,3521,Lenox Ave & W 111 St,0.58402579449067,40.7988,-73.9523
887,3221,47 Ave & 31 St,0.582538199300865,40.743,-73.9356
888,3307,West End Ave & W 94 St,0.581296284193225,40.7942,-73.9741
889,3348,Coffey St & Conover St,0.578682195501099,40.6772,-74.0157
890,3071,Boerum St & Broadway,0.577782951178783,40.7054,-73.9498
361,3556,24 St & 41 Ave,0.577586127411433,40.7527,-73.9397
362,3123,31 St & Thomson Ave,0.576356149197179,40.7447,-73.9354
363,3388,President St & Henry St,0.576170479048973,40.6828,-73.9999
364,3561,37 Ave & 35 St,0.57584462705978,40.7531,-73.928
365,3055,Greene Ave & Nostrand Ave,0.575094023786022,40.6883,-73.9509
366,3378,E 76 St & Park Ave,0.572337907724097,40.7738,-73.9622
367,3313,6 Ave & 12 St,0.569000892538532,40.6663,-73.9855
368,3534,Frederick Douglass Blvd & W 117 St,0.568135476856807,40.8052,-73.9547
369,3056,Kosciuszko St & Nostrand Ave,0.567339013027077,40.6907,-73.9513
891,3338,2 Ave & E 99 St,0.565819958753892,40.7863,-73.9455
892,3181,Soissons Landing,0.56274980923328,40.6926,-74.0164
893,3157,East End Ave & E 86 St,0.5618289069963,40.7752,-73.9445
894,3343,W 107 St & Columbus Ave,0.561048804224306,40.7998,-73.9621
895,3046,Marcus Garvey Blvd & Macon St,0.559209235339604,40.6826,-73.938
896,3453,Devoe St & Lorimer St,0.557675017062874,40.7134,-73.9491
897,3249,Verona Pl & Fulton St,0.556884616121466,40.6804,-73.9477
898,3381,3 St & Hoyt St,0.55425416450387,40.6777,-73.9936
899,3066,Tompkins Ave & Hopkins St,0.551146445669627,40.6996,-73.9471
900,160,E 37 St & Lexington Ave,0.550524974825459,40.7482,-73.9783
903,3362,Madison Ave & E 82 St,0.550212918790803,40.7781,-73.9607
904,3528,Steinway St & 23 Ave,0.549966166966953,40.7714,-73.9077
905,3058,Lewis Ave & Kosciuszko St,0.549660411855837,40.6924,-73.9371
370,3386,1 Pl & Clinton St,0.548764197826214,40.681,-73.9991
371,3478,2 Ave & 36 St - Citi Bike HQ at Industry City,0.547511583148248,40.6571,-74.0087
372,3413,Wyckoff St & 3 Ave,0.546786453383679,40.6828,-73.9826
373,3246,Montague St & Clinton St,0.546106397693479,40.6943,-73.9923
374,3447,E 71 St & 1 Ave,0.545516088413739,40.767,-73.9562
906,3128,21 St & 43 Ave,0.544533830888679,40.7505,-73.9459
907,3405,5 St & 6 Ave,0.544372010252851,40.6705,-73.9821
908,3041,Kingston Ave & Herkimer St,0.541656173364075,40.6789,-73.9414
909,3040,GOW Tech Shop,0.540799575529099,40.6467,-74.0163
375,3095,Graham Ave & Herbert St,0.539797125724985,40.7193,-73.945
376,3366,West End Ave & W 107 St,0.537922766129554,40.8021,-73.9682
377,82,St James Pl & Pearl St,0.534479774740254,40.7112,-74.0002
378,3363,E 102 St & Park Ave,0.531866113479868,40.7905,-73.9503
913,3049,Cambridge Pl & Gates Ave,0.531201525007791,40.6849,-73.963
914,3069,Lorimer St & Broadway,0.526925192947848,40.7041,-73.9482
915,3513,21 St & Hoyt Ave S,0.525741810270198,40.7746,-73.9237
916,3342,Pioneer St & Richards St,0.525637515461239,40.6778,-74.0095
379,3091,Frost St & Meeker St,0.525415014306763,40.7176,-73.9488
380,3325,E 95 St & 3 Ave,0.524065919638612,40.7849,-73.9505
381,298,3 Ave & Schermerhorn St,0.522405302926163,40.6868,-73.9797
382,3294,E 91 St & Park Ave,0.521330393394128,40.7835,-73.9553
383,3131,E 68 St & 3 Ave,0.521291581262742,40.7671,-73.9622
917,3458,W 55 St & 6 Ave,0.519196200515378,40.7631,-73.9784
918,3387,E 106 St & Madison Ave,0.51859784536316,40.7934,-73.9495
919,3410,Dean St & Hoyt St,0.517443978327581,40.6864,-73.9876
920,3060,Willoughby Ave & Tompkins Ave,0.517276045244403,40.6943,-73.9463
384,3573,35 St & 34 Ave,0.516603026308375,40.7581,-73.9243
385,3562,Classon Ave & St Marks Ave,0.516479021802502,40.6765,-73.9596
386,3536,W 116 St & Broadway,0.514179096811835,40.8082,-73.9641
387,3560,28 St & 38 Ave,0.5140814528818,40.7549,-73.9343
388,3105,N 15 St & Wythe Ave,0.513605775744923,40.7241,-73.9557
921,3073,Division Ave & Hooper St,0.509173306126902,40.7069,-73.9544
922,3525,23 Ave & 27 St,0.509170673349992,40.7762,-73.9153
923,3399,7 St & 3 Ave,0.508931635993603,40.6726,-73.9898
924,3322,12 St & 4 Ave,0.507871653171361,40.6686,-73.9904
925,3391,E 106 St & 1 Ave,0.506713265446856,40.7893,-73.9396
389,3577,34 Ave & 21 St,0.506514643292446,40.7628,-73.9343
390,3533,St. Nicholas Ave & W 126 St,0.505956717014652,40.8114,-73.9519
391,266,Avenue D & E 8 St,0.501111386561821,40.7237,-73.9757
392,3565,36 Ave & 10 St,0.499799783346986,40.7614,-73.9411
926,3599,Franklin Ave & Empire Blvd,0.49681698296625,40.6631,-73.9606
927,3048,Putnam Ave & Nostrand Ave,0.496781698079511,40.684,-73.9498
928,3376,E 65 St & 2 Ave,0.49525877845575,40.7647,-73.9622
929,3284,E 88 St & Park Ave,0.494290794224588,40.7814,-73.956
930,3431,E 35 St & 3 Ave,0.493793410113537,40.7465,-73.9779
393,248,Laight St & Hudson St,0.493586797140527,40.7219,-74.0077
394,3072,Leonard St & Boerum St,0.488559712812624,40.7058,-73.9464
395,3542,Amsterdam Ave & W 119 St,0.487402481183235,40.8086,-73.9596
396,3566,Crescent St & 35 Ave,0.486991246942926,40.7596,-73.9321
931,3576,Park Pl & Vanderbilt Ave,0.485313758225506,40.6767,-73.969
932,3547,Broadway & Moylan Pl,0.483399211291202,40.8143,-73.959
933,3612,30 Ave & 21 St,0.479141796842322,40.7704,-73.9286
934,3230,Penn Station Valet,0.477934972202425,40.7513,-73.9969
939,3621,27 Ave & 9 St,0.471252399339459,40.774,-73.9309
940,3152,3 Ave & E 71 St,0.469983681038521,40.7687,-73.9612
941,3504,E 123 St & Lexington Ave,0.469236719669063,40.8029,-73.9379
397,3316,W 104 St & Amsterdam Ave,0.469071297627508,40.799,-73.9662
398,3289,W 90 St & Amsterdam Ave,0.467668799781633,40.7902,-73.9729
399,3340,Wolcott St & Dwight St,0.467005185424128,40.6753,-74.0101
400,3371,4 Ave & 2 St,0.466990494254445,40.6746,-73.985
401,3401,2 Ave & 9 St,0.465710751586415,40.6725,-73.9933
942,3070,McKibbin St & Manhattan Ave,0.460987546205663,40.7051,-73.9441
943,3079,Leonard St & Grand St,0.458525126824003,40.711,-73.9471
944,3607,31 Ave & 14 St,0.453960034479154,40.7682,-73.9323
945,3043,Lewis Ave & Decatur St,0.446790783170538,40.6815,-73.9349
946,3065,Union Ave & Wallabout St,0.446089409093803,40.7003,-73.9503
947,3144,E 81 St & Park Ave,0.446045085963902,40.7768,-73.959
948,3434,W 88 St & West End Ave,0.443897741006991,40.7903,-73.9772
949,3459,E 53 St & 3 Ave,0.442351186084643,40.7576,-73.9693
950,3496,1 Ave & E 110 St,0.441376037772953,40.7923,-73.9383
402,3059,Pulaski St & Marcus Garvey Blvd,0.440576994567008,40.6934,-73.9399
403,3454,Leonard St & Maujer St,0.437279082478142,40.7104,-73.9471
404,3510,Adam Clayton Powell Blvd & W 123 St,0.435810014587282,40.8078,-73.9494
405,3438,E 76 St & 3 Ave,0.435743927514812,40.7722,-73.9584
406,400,Pitt St & Stanton St,0.434948357147461,40.7193,-73.9818
407,3265,E 2 St & 2 Ave,0.434615929917136,40.7246,-73.9894
411,3392,Commerce St & Van Brunt St,0.432953118905975,40.6812,-74.0086
412,464,E 56 St & 3 Ave,0.432110251027658,40.7593,-73.9676
951,3494,E 115 St & Lexington Ave,0.431908020856189,40.7979,-73.9423
952,3084,Devoe St & Leonard St,0.431597032312908,40.7135,-73.9479
953,3436,Greenwich St & Hubert St,0.429933508288197,40.7213,-74.0101
954,3511,Adam Clayton Powell Blvd & W 115 St,0.427000423838063,40.8025,-73.9532
955,3615,44 Dr & 21 St,0.425282015959827,40.748,-73.9461
956,3063,Nostrand Ave & Myrtle Ave,0.424968812146162,40.6953,-73.9524
957,3424,E 106 St & Lexington Ave,0.423778647469666,40.792,-73.946
958,3535,Mt Morris Park W & W 120 St,0.420878437347041,40.804,-73.9459
959,3493,E 118 St & 3 Ave,0.416084154567757,40.7991,-73.9389
413,3179,Park Ave & Marcus Garvey Blvd,0.416008672465561,40.6986,-73.9413
414,3352,Sigourney St & Columbia St,0.415110738030538,40.6727,-74.0088
415,3393,Richards St & Delavan St,0.414791489890589,40.6794,-74.0079
416,3356,Amsterdam Ave & W 66 St,0.405799764341901,40.7747,-73.9847
417,3421,Hoyt St & Warren St,0.404990558387735,40.6844,-73.989
418,3486,Schermerhorn St & Bond St,0.4027909591027,40.6884,-73.9845
419,3053,Marcy Ave & Lafayette Ave,0.40252445811742,40.6901,-73.9479
420,3394,Columbia St & W 9 St,0.399876237166513,40.677,-74.0065
421,3466,W 45 St & 6 Ave,0.398055171806951,40.7567,-73.9826
511,3326,Clinton St & Centre St,0.397744986098408,40.6743,-74.0019
512,3309,E 97 St & 3 Ave,0.394314980346898,40.7859,-73.9486
513,339,Avenue D & E 12 St,0.390576193587232,40.7258,-73.9742
514,3538,W 110 St & Amsterdam Ave,0.388975163183929,40.8027,-73.963
515,3455,Schermerhorn St & 3 Ave,0.387929443426371,40.6868,-73.9804
960,3332,Degraw St & Hoyt St,0.387502334266432,40.682,-73.9908
961,3061,Throop Ave & Myrtle Ave,0.387180367315978,40.6962,-73.9437
962,3296,E 93 St & 2 Ave,0.384574934408054,40.7825,-73.9489
963,3098,Leonard St & Bayard St,0.384120489809054,40.7193,-73.9486
422,3540,Morningside Ave & W 123 St,0.383257889621199,40.81,-73.9552
423,3375,3 Ave & E 72 St,0.38193777822571,40.7699,-73.9606
424,3333,Columbia St & Lorraine St,0.381135963056464,40.6747,-74.0076
425,3569,Franklin Ave & St Marks Ave,0.379363713219509,40.6758,-73.9562
426,218,Gallatin Pl & Livingston St,0.377759217505034,40.6903,-73.9871
964,3479,Picnic Point,0.375755115542411,40.6851,-74.0254
965,3579,Sterling Pl & Bedford Ave,0.375418069608324,40.6727,-73.9541
966,3463,E 16 St & Irving Pl,0.372435237340731,40.7354,-73.988
967,3637,Fulton St & Waverly Ave,0.370843244848036,40.6832,-73.966
968,3545,Broadway & W 122 St,0.367752153290441,40.8121,-73.9613
969,119,Park Ave & St Edwards St,0.367208337970394,40.6961,-73.978
970,3611,Vernon Blvd & 47 Rd,0.365170253554602,40.7449,-73.9535
971,3044,Albany Ave & Fulton St,0.364332648246505,40.68,-73.9385
972,3330,Henry St & Bay St,0.363088488078917,40.6725,-74.0049
973,3581,Underhill Ave & Lincoln Pl,0.360948541932696,40.674,-73.9671
974,3580,St Johns Pl & Washington Ave,0.358442611606782,40.6737,-73.9632
975,3462,E 44 St & 2 Ave,0.358070840364662,40.7512,-73.9714
976,3552,W 113 St & Broadway,0.357399864478953,40.806,-73.9649
427,3554,Vernon Blvd & 41 Rd,0.356223570238484,40.7552,-73.9486
428,3395,Henry St & W 9 St,0.353879395147796,40.6764,-74.0032
429,3154,E 77 St & 3 Ave,0.345688183459472,40.7731,-73.9586
430,3355,E 66 St & Madison Ave,0.344563760373773,40.768,-73.9685
431,3575,Crescent St & 34 Ave,0.344019787226251,40.7611,-73.9306
432,3461,Murray St & Greenwich St,0.343325110986065,40.7149,-74.0112
433,3502,Lexington Ave & E 111 St,0.343142534882491,40.7954,-73.9441
434,3452,Bayard St & Leonard St,0.342296168021657,40.7192,-73.9489
435,3337,Dwight St & Van Dyke St,0.339597995979257,40.6736,-74.012
977,3531,Frederick Douglass Blvd & W 129 St,0.336747320394886,40.8126,-73.9492
978,3114,India St & East River,0.331928436721558,40.7317,-73.9616
979,3359,E 68 St & Madison Ave,0.330490583239344,40.7692,-73.967
980,3499,2 Ave & E 122 St,0.330460018436959,40.8007,-73.9349
981,3097,N Henry St & Richardson St,0.328788469707433,40.7192,-73.9424
436,3075,Division Ave & Marcy Ave,0.322583607365872,40.7071,-73.958
437,3618,27 St & Hunter St,0.32069311800847,40.7485,-73.9413
438,3327,3 Ave & E 100 St,0.320081549207283,40.7877,-73.9473
439,3153,E 71 St & 2 Ave,0.319261052403741,40.7682,-73.9591
440,3500,E 115 St & Madison Ave,0.317561257064743,40.7989,-73.9448
982,3512,27 Ave & 4 St,0.31744452453014,40.7747,-73.9338
983,3541,Amsterdam Ave & W 125 St,0.313355248460083,40.8134,-73.9565
984,3264,E 61 St & Park Ave,0.313094884432639,40.7642,-73.9691
985,3490,E 116 St & 2 Ave,0.312499896245265,40.7969,-73.9373
441,3472,W 15 St & 10 Ave,0.311836640557637,40.7428,-74.0075
442,3237,21 St & 41 Ave,0.310471178204952,40.7538,-73.9427
443,3625,28 St & 40 Ave,0.310335093671257,40.7526,-73.9364
444,3558,Bergen St & Vanderbilt Ave,0.30905996942184,40.6794,-73.968
445,3622,E 128 St & Madison Ave,0.306728178713664,40.8076,-73.9392
986,2005,Railroad Ave & Kay Ave,0.30535867459252,40.7053,-73.971
987,3520,Adam Clayton Powell Blvd & W 118 St,0.305343018224984,40.8044,-73.9515
988,3544,Underhill Ave & Pacific St,0.304946198947066,40.6805,-73.9647
989,3567,11 St & 35 Ave,0.304873235104985,40.7627,-73.9391
990,3641,Broadway & W 25 St,0.303727547513377,40.7429,-73.9892
991,3302,Columbus Ave & W 103 St,0.301720585920941,40.7969,-73.9643
992,3586,34 Ave & 13 St,0.301382010421596,40.7639,-73.9365
993,3477,39 St & 2 Ave - Citi Bike HQ at Industry City,0.299752954213873,40.6554,-74.0106
994,3604,Rogers Ave & Sterling St,0.299661062754447,40.6631,-73.9539
446,3613,Center Blvd & 48 Ave,0.29959589519942,40.745,-73.9575
447,3476,Norman Ave & Leonard St,0.298763708725073,40.7258,-73.9507
448,3527,5 Ave & E 126 St,0.298604451545491,40.807,-73.9417
449,3449,Eckford St & Engert Ave,0.298142967215492,40.7215,-73.948
516,3099,Leonard St & Manhattan Ave,0.297822728128358,40.7215,-73.949
