,id,name,ratio,lat,lon
364,3287,W 87 St & West End Ave,1.004243281471,40.7903,-73.9771
365,252,MacDougal St & Washington Sq,1.00421282132433,40.7323,-73.9985
366,3436,Greenwich St & Hubert St,1.00418022594386,40.7213,-74.0101
197,3464,W 37 St & Broadway,1.0041277164016,40.7523,-73.9877
198,3254,Soissons Landing,1.0040383978815,40.6923,-74.0149
199,546,E 30 St & Park Ave S,1.0040369371578,40.7444,-73.983
200,3309,E 97 St & 3 Ave,1.00378040762656,40.7859,-73.9486
201,3182,Yankee Ferry Terminal,1.00367132867133,40.6869,-74.017
860,3521,Lenox Ave & W 111 St,1.00367024280068,40.7988,-73.9523
861,3635,W 36 St & 9 Ave,1.00361051562676,40.7546,-73.9952
862,119,Park Ave & St Edwards St,1.00353289410866,40.6961,-73.978
863,3361,Carroll St & 6 Ave,1.00347956607764,40.6741,-73.9787
749,342,Columbia St & Rivington St,1.00343960658636,40.7174,-73.9802
750,412,Forsyth St & Canal St,1.00340396894954,40.7158,-73.9942
751,160,E 37 St & Lexington Ave,1.00313644407843,40.7482,-73.9783
754,3147,E 85 St & 3 Ave,1.00309219130031,40.778,-73.9541
755,3223,E 55 St & 3 Ave,1.0030660507067,40.759,-73.9687
289,282,Kent Ave & S 11 St,1.00300288356369,40.7076,-73.9684
291,3329,Degraw St & Smith St,1.00300125859231,40.6829,-73.9932
292,248,Laight St & Hudson St,1.0029975237847,40.7219,-74.0077
293,489,10 Ave & W 28 St,1.00273462914769,40.7507,-74.0018
630,143,Clinton St & Joralemon St,1.00267131242741,40.6924,-73.9934
631,319,Park Pl & Church St,1.00266679231059,40.7134,-74.0094
635,3396,Clinton St & 4 Place,1.00265372659034,40.6784,-74.0001
636,503,E 20 St & Park Ave,1.00262955621182,40.7383,-73.9875
202,446,W 24 St & 7 Ave,1.00262867904871,40.7449,-73.9953
203,3046,Marcus Garvey Blvd & Macon St,1.00249593054802,40.6826,-73.938
204,540,Lexington Ave & E 26 St,1.00235997656604,40.7415,-73.9832
208,3155,Lexington Ave & E 63 St,1.00229265003372,40.7644,-73.9665
209,3571,Bedford Ave & Bergen St,1.00210084033613,40.6764,-73.9529
210,3246,Montague St & Clinton St,1.00181765304639,40.6943,-73.9923
211,3459,E 53 St & 3 Ave,1.00181764590293,40.7576,-73.9693
212,3466,W 45 St & 6 Ave,1.00162801953623,40.7567,-73.9826
367,445,E 10 St & Avenue A,1.00161771856241,40.7274,-73.9814
368,291,Madison St & Montgomery St,1.00156990850129,40.7131,-73.9848
369,3463,E 16 St & Irving Pl,1.00153112711835,40.7354,-73.988
370,276,Duane St & Greenwich St,1.0012943587531,40.7175,-74.0105
371,345,W 13 St & 6 Ave,1.00126791463658,40.7365,-73.997
637,334,W 20 St & 7 Ave,1.00116865843879,40.7424,-73.9973
638,3408,Congress St & Clinton St,1.00102590407797,40.6882,-73.9952
639,3244,University Pl & E 8 St,1.00093878156035,40.7314,-73.9949
640,2023,E 55 St & Lexington Ave,1.00083380758897,40.7597,-73.9703
294,3429,Hanson Pl & Ashland Pl,1.00078384848421,40.6851,-73.9779
295,82,St James Pl & Pearl St,1.00077244258873,40.7112,-74.0002
296,3453,Devoe St & Lorimer St,1.000625,40.7134,-73.9491
297,232,Cadman Plaza E & Tillary St,1.00060979095604,40.696,-73.9901
298,3533,St. Nicholas Ave & W 126 St,1.00056882821388,40.8114,-73.9519
864,393,E 5 St & Avenue C,1.00036937852064,40.723,-73.98
865,480,W 53 St & 10 Ave,1.00033575227587,40.7667,-73.9906
866,3402,Court St & State St,1.00025994281258,40.6902,-73.992
867,369,Washington Pl & 6 Ave,1.00017077335936,40.7322,-74.0003
756,3633,333 Johnson TEST 1,1,0,0
757,3239,Bressler,1,40.6465,-74.0166
758,3000,MLSWKiosk,1,40.7555,-73.9865
759,3598,Newton Rd & 44 St,1,40.7596,-73.9143
760,332,Cherry St,0.999908807660156,40.7122,-73.9795
641,3243,E 58 St & 1 Ave,0.999879314506396,40.7589,-73.9623
642,3042,Fulton St & Utica Ave,0.99983665468801,40.6794,-73.9299
643,3290,E 89 St & York Ave,0.99979274611399,40.7779,-73.946
644,285,Broadway & E 14 St,0.999561261980378,40.7345,-73.9907
761,401,Allen St & Rivington St,0.999511925982514,40.7202,-73.99
762,3445,Riverside Dr & W 89 St,0.99940664556962,40.7918,-73.9786
763,3087,Metropolitan Ave & Meeker Ave,0.999379979539325,40.7141,-73.9523
764,3412,Pacific St & Nevins St,0.999306518723994,40.6854,-73.983
765,3307,West End Ave & W 94 St,0.999207348347088,40.7942,-73.9741
372,326,E 11 St & 1 Ave,0.999132847728061,40.7295,-73.9843
373,293,Lafayette St & E 8 St,0.999077587587753,40.7303,-73.9908
375,441,E 52 St & 2 Ave,0.999039120176574,40.756,-73.9674
376,3110,Meserole Ave & Manhattan Ave,0.998990714574082,40.7271,-73.953
213,3235,E 41 St & Madison Ave,0.99877051195882,40.7522,-73.9799
214,335,Washington Pl & Broadway,0.998762405552003,40.729,-73.994
215,545,E 23 St & 1 Ave,0.998679384496936,40.7365,-73.9781
216,357,E 11 St & Broadway,0.998669247519961,40.7326,-73.9916
217,320,Church St & Leonard St,0.998605694227769,40.7176,-74.0055
221,508,W 46 St & 11 Ave,0.998602632933735,40.7634,-73.9967
222,3325,E 95 St & 3 Ave,0.99859287054409,40.7849,-73.9505
223,146,Hudson St & Reade St,0.998459351643817,40.7163,-74.0091
645,3282,5 Ave & E 88 St,0.998427209279465,40.7831,-73.9594
646,3086,Graham Ave & Conselyea St,0.998417565028187,40.7151,-73.9445
647,2008,Little West St & 1 Pl,0.998398291510945,40.7057,-74.0168
648,3264,E 61 St & Park Ave,0.998359706676959,40.7642,-73.9691
649,516,E 47 St & 1 Ave,0.998167280036654,40.7521,-73.9678
377,3606,49 Ave & 21 St,0.998015873015873,40.7425,-73.9489
378,340,Madison St & Clinton St,0.997925133077672,40.7127,-73.9878
379,3317,10 St & 5 Ave,0.997682801235839,40.6686,-73.987
380,295,Pike St & E Broadway,0.997663433235892,40.7141,-73.9929
299,367,E 53 St & Lexington Ave,0.997573412654038,40.7583,-73.9707
300,3573,35 St & 34 Ave,0.997340425531915,40.7581,-73.9243
301,331,Pike St & Monroe St,0.997332594311844,40.7117,-73.9919
302,344,Monroe St & Bedford Ave,0.997260461612218,40.6851,-73.9538
303,3070,McKibbin St & Manhattan Ave,0.997259961182783,40.7051,-73.9441
766,3082,Hope St & Union Ave,0.997184491876879,40.7117,-73.9514
767,3619,Newtown Ave & 23 St,0.997050147492625,40.7714,-73.9246
768,3156,E 72 St & York Ave,0.997037284048789,40.7666,-73.9535
769,3286,E 89 St & 3 Ave,0.9969983369164,40.7806,-73.9522
770,479,9 Ave & W 45 St,0.996982855853824,40.7602,-73.9913
224,312,Allen St & Stanton St,0.996968190057588,40.7221,-73.9891
228,3616,Steinway St & 28 Ave,0.996930161166539,40.7656,-73.9137
229,3130,21 St & Queens Plaza North,0.996879266627658,40.7533,-73.9434
868,3108,Nassau Ave & Russell St,0.996878758375809,40.7256,-73.9443
869,428,E 3 St & 1 Ave,0.996855004880165,40.7247,-73.9878
870,3137,5 Ave & E 73 St,0.996848355513402,40.7728,-73.9669
871,486,Broadway & W 29 St,0.996835674123117,40.7462,-73.9886
872,504,1 Ave & E 15 St,0.996794510851204,40.7322,-73.9817
304,224,Spruce St & Nassau St,0.996792760090996,40.7115,-74.0055
305,3438,E 76 St & 3 Ave,0.996715353973024,40.7722,-73.9584
306,3141,1 Ave & E 68 St,0.996711600700733,40.765,-73.9582
650,3321,Clinton St & Union St,0.996605822899382,40.6831,-73.9979
651,3303,Butler St & Court St,0.996213170776761,40.685,-73.9944
652,341,Stanton St & Mangin St,0.99615717773053,40.7178,-73.9763
653,3516,31 St & Astoria Blvd,0.996144578313253,40.7699,-73.9184
654,3431,E 35 St & 3 Ave,0.995998785838461,40.7465,-73.9779
876,3121,Jackson Ave & 46 Rd,0.995561882431753,40.7452,-73.9473
877,3430,Richardson St & N Henry St,0.995227634270131,40.7191,-73.9422
878,385,E 55 St & 2 Ave,0.995212814645309,40.758,-73.966
879,3535,Mt Morris Park W & W 120 St,0.995192307692308,40.804,-73.9459
771,3346,Berkeley Pl & 7 Ave,0.995098039215686,40.6751,-73.9752
772,386,Centre St & Worth St,0.995075021093951,40.7149,-74.0023
773,3291,Riverside Dr & W 91 St,0.99501454092231,40.7934,-73.9769
774,350,Clinton St & Grand St,0.994927228791205,40.7156,-73.987
775,263,Elizabeth St & Hester St,0.99486109465973,40.7173,-73.9964
880,3100,Nassau Ave & Newell St,0.994803695150116,40.7248,-73.9475
881,307,Canal St & Rutgers St,0.994762670378191,40.7143,-73.9899
882,3234,E 40 St & Madison Ave,0.994672426205904,40.7516,-73.9804
883,3126,44 Dr & Jackson Ave,0.994557540506855,40.7472,-73.9433
655,3440,Fulton St & Adams St,0.994532149317546,40.6924,-73.9895
656,3449,Eckford St & Engert Ave,0.994477680625863,40.7215,-73.948
657,532,S 5 Pl & S 4 St,0.994395315017883,40.7105,-73.9609
661,2003,1 Ave & E 18 St,0.994299799722693,40.7342,-73.9802
777,475,E 15 St & Irving Pl,0.994237240164785,40.7352,-73.9876
781,2022,E 59 St & Sutton Pl,0.99415213971301,40.7585,-73.9592
230,3435,Grand St & Elizabeth St,0.994127238741665,40.7188,-73.996
231,3502,Lexington Ave & E 111 St,0.994102780117944,40.7954,-73.9441
232,327,Vesey Pl & River Terrace,0.99404816473326,40.7153,-74.0166
233,359,E 47 St & Park Ave,0.993976369827675,40.7551,-73.975
234,3560,28 St & 38 Ave,0.993781094527363,40.7549,-73.9343
884,3507,Park Ave & E 124 St,0.993615786419037,40.8046,-73.9397
885,390,Duffield St & Willoughby St,0.993561394380853,40.6922,-73.9843
886,3077,Stagg St & Union Ave,0.993548113247591,40.7088,-73.951
887,3370,78 St & 2 Ave,0.993461171111601,40.7728,-73.9558
663,325,E 19 St & 3 Ave,0.993036429538051,40.7362,-73.9847
664,3452,Bayard St & Leonard St,0.992793411118737,40.7192,-73.9489
665,3298,Warren St & Court St,0.992738519464802,40.6864,-73.9938
666,538,E 48 St & Madison Ave,0.992678349588983,40.7567,-73.9767
381,528,2 Ave & E 31 St,0.992472643751943,40.7429,-73.9771
382,3414,Bergen St & Flatbush Ave,0.992467694008707,40.6809,-73.9757
383,512,W 29 St & 9 Ave,0.992380202108008,40.7501,-73.9984
384,3256,Pier 40 - Hudson River Park,0.992110453648915,40.7277,-74.0113
235,3584,Eastern Pkwy & Franklin Ave,0.99203919167177,40.6708,-73.9577
236,3378,E 76 St & Park Ave,0.992037192739502,40.7738,-73.9622
237,3101,N 12 St & Bedford Ave,0.991969261656686,40.7208,-73.9548
238,3249,Verona Pl & Fulton St,0.991620111731844,40.6804,-73.9477
891,3646,35 Ave & 10 St,0.991266375545852,40.7632,-73.9399
892,3589,Broadway & 12 St,0.991206030150754,40.7668,-73.9348
893,316,Fulton St & William St,0.991195456553835,40.7096,-74.0065
894,3454,Leonard St & Maujer St,0.991166077738516,40.7104,-73.9471
895,3076,Scholes St & Manhattan Ave,0.991075499967429,40.7087,-73.9449
785,2006,Central Park S & 6 Ave,0.991055698604147,40.7659,-73.9763
786,476,E 31 St & 3 Ave,0.990782879513976,40.7439,-73.9797
787,164,E 47 St & 2 Ave,0.990660158906421,40.7532,-73.9703
788,3551,3 Ave & E 112 St,0.990168539325843,40.7955,-73.9416
307,524,W 43 St & 6 Ave,0.98999092064645,40.7553,-73.9832
308,3517,31 St & Hoyt Ave N,0.989955357142857,40.7712,-73.917
309,174,E 25 St & 1 Ave,0.989790349877388,40.7382,-73.9774
310,376,John St & William St,0.989760836269774,40.7086,-74.0072
311,487,E 20 St & FDR Drive,0.989717730750026,40.7331,-73.9757
312,3171,Amsterdam Ave & W 82 St,0.989600029141775,40.7852,-73.9767
313,3169,Riverside Dr & W 82 St,0.989559800846621,40.7872,-73.9813
314,3423,West Drive & Prospect Park West,0.989393716970053,40.6611,-73.9795
315,3405,5 St & 6 Ave,0.989342806394316,40.6705,-73.9821
670,3642,E 98 St & Lexington Ave,0.989224137931034,40.7873,-73.9501
671,3555,28 St & 41 Ave,0.989098837209302,40.751,-73.938
672,3416,7 Ave & Park Pl,0.989059290048254,40.6776,-73.9732
673,525,W 34 St & 11 Ave,0.989022032584719,40.7559,-74.0021
674,442,W 27 St & 7 Ave,0.988832750242528,40.7466,-73.9939
385,361,Allen St & Hester St,0.988814817573523,40.7161,-73.9919
386,330,Reade St & Broadway,0.988676645331363,40.7145,-74.0056
387,383,Greenwich Ave & Charles St,0.988397974026884,40.7352,-74.0003
388,400,Pitt St & Stanton St,0.988393030277847,40.7193,-73.9818
316,3060,Willoughby Ave & Tompkins Ave,0.98839190628328,40.6943,-73.9463
317,518,E 39 St & 2 Ave,0.988373518236417,40.7478,-73.9734
318,3105,N 15 St & Wythe Ave,0.988301734570391,40.7241,-73.9557
319,3515,24 Ave & 26 St,0.988041853512705,40.7746,-73.9185
320,3590,Carroll St & Franklin Ave,0.987903225806452,40.6679,-73.9588
896,513,W 56 St & 10 Ave,0.987880558432706,40.7683,-73.9886
897,3059,Pulaski St & Marcus Garvey Blvd,0.987691336594603,40.6934,-73.9399
898,3456,Jackson St & Leonard St,0.987548638132296,40.7164,-73.9482
899,266,Avenue D & E 8 St,0.98744844898691,40.7237,-73.9757
675,3479,Picnic Point,0.987434554973822,40.6851,-74.0254
676,387,Centre St & Chambers St,0.987375977149729,40.7127,-74.0046
677,3153,E 71 St & 2 Ave,0.987189085766575,40.7682,-73.9591
678,389,Broadway & Berry St,0.986976942783945,40.7104,-73.9653
679,433,E 13 St & Avenue A,0.986942705219771,40.7296,-73.9806
789,3180,Brooklyn Bridge Park - Pier 2,0.986856986856987,40.6988,-73.9971
790,3641,Broadway & W 25 St,0.986582048957389,40.7429,-73.9892
791,3065,Union Ave & Wallabout St,0.986297794597416,40.7003,-73.9503
792,195,Liberty St & Broadway,0.986208736853067,40.7091,-74.0104
389,3304,6 Ave & 9 St,0.986135580237457,40.6681,-73.9838
390,3102,Driggs Ave & Lorimer St,0.985916677176609,40.7218,-73.9504
391,3296,E 93 St & 2 Ave,0.98589562764457,40.7825,-73.9489
392,3376,E 65 St & 2 Ave,0.985828599352513,40.7647,-73.9622
393,3569,Franklin Ave & St Marks Ave,0.985819625638117,40.6758,-73.9562
239,3362,Madison Ave & E 82 St,0.985638324305521,40.7781,-73.9607
240,3363,E 102 St & Park Ave,0.985484296648192,40.7905,-73.9503
241,3167,Amsterdam Ave & W 73 St,0.985218430863997,40.7797,-73.9809
680,474,5 Ave & E 29 St,0.98482062618145,40.7452,-73.9868
681,523,W 38 St & 8 Ave,0.984539602891791,40.7547,-73.9914
682,505,6 Ave & W 33 St,0.984334095331345,40.749,-73.9885
683,3523,24 Ave & 29 St,0.984293193717278,40.7729,-73.9161
684,3047,Halsey St & Tompkins Ave,0.984243611723406,40.6824,-73.9441
793,3323,W 106 St & Central Park West,0.984098420859346,40.7982,-73.9606
794,3238,E 80 St & 2 Ave,0.984033825571122,40.7739,-73.9544
795,3284,E 88 St & Park Ave,0.983745209462138,40.7814,-73.956
796,3365,3 St & 7 Ave,0.983671247788815,40.6704,-73.9784
797,3111,Norman Ave & Leonard St,0.983630480299473,40.7258,-73.9506
900,3135,E 75 St & 3 Ave,0.98339025873766,40.7711,-73.9577
901,507,E 25 St & 2 Ave,0.983287002181425,40.7391,-73.9797
902,3084,Devoe St & Leonard St,0.983206809293766,40.7135,-73.9479
321,3083,Bushwick Ave & Powers St,0.98300564735411,40.7125,-73.941
322,444,Broadway & W 24 St,0.982866999253258,40.7424,-73.9892
323,3057,Kosciuszko St & Tompkins Ave,0.982829728137362,40.6913,-73.9452
324,3367,5 Ave & E 103 St,0.982795905617762,40.7923,-73.9525
325,3080,S 4 St & Rodney St,0.98275052804506,40.7093,-73.9561
685,360,William St & Pine St,0.982667408401235,40.7072,-74.0089
686,290,2 Ave & E 58 St,0.982544815245032,40.7602,-73.9648
687,3544,Underhill Ave & Pacific St,0.982222222222222,40.6805,-73.9647
688,485,W 37 St & 5 Ave,0.982168893229621,40.7504,-73.9834
394,3142,1 Ave & E 62 St,0.981820548934206,40.7612,-73.9609
395,422,W 59 St & 10 Ave,0.981713654969415,40.7705,-73.988
396,522,E 51 St & Lexington Ave,0.9816536097175,40.7571,-73.9721
397,3637,Fulton St & Waverly Ave,0.981566820276498,40.6832,-73.966
398,472,E 32 St & Park Ave,0.981524556943063,40.7457,-73.9819
243,3549,Grand Ave & Bergen St,0.981346309813463,40.678,-73.9624
244,3572,34 Ave & 38 St,0.981210855949895,40.7569,-73.9216
245,3128,21 St & 43 Ave,0.981102362204724,40.7505,-73.9459
246,3579,Sterling Pl & Bedford Ave,0.981090100111235,40.6727,-73.9541
247,526,E 33 St & 5 Ave,0.981072976836624,40.7477,-73.9849
248,3383,Cathedral Pkwy & Broadway,0.980751099937146,40.8042,-73.967
249,3048,Putnam Ave & Nostrand Ave,0.980201499531396,40.684,-73.9498
250,363,West Thames St,0.980127637878797,40.7083,-74.0171
251,349,Rivington St & Ridge St,0.979607092272989,40.7185,-73.9833
903,322,Clinton St & Tillary St,0.979465915403539,40.6962,-73.9912
904,3314,W 95 St & Broadway,0.979012083951664,40.7938,-73.9719
905,3292,5 Ave & E 93 St,0.97898400669692,40.7858,-73.9575
906,365,Fulton St & Grand Ave,0.978980409741879,40.6822,-73.9615
689,3154,E 77 St & 3 Ave,0.978846888125239,40.7731,-73.9586
690,3355,E 66 St & Madison Ave,0.978682813536828,40.768,-73.9685
691,527,E 33 St & 1 Ave,0.978584473743464,40.744,-73.9761
695,379,W 31 St & 7 Ave,0.978471650410072,40.7492,-73.9916
907,3360,Amsterdam Ave & W 79 St,0.978302565332055,40.7829,-73.9787
908,3386,1 Pl & Clinton St,0.97828447339848,40.681,-73.9991
909,3094,Graham Ave & Withers St,0.97824304723466,40.717,-73.9449
910,3118,McGuinness Blvd & Eagle St,0.977929954999022,40.7356,-73.9528
326,3041,Kingston Ave & Herkimer St,0.977894479726429,40.6789,-73.9414
327,3336,E 97 St & Madison Ave,0.977777777777778,40.7878,-73.9536
328,3081,Graham Ave & Grand St,0.97762457668118,40.7119,-73.944
329,3136,5 Ave & E 63 St,0.977602701181767,40.7665,-73.9715
331,3398,Smith St & 9 St,0.977204907161804,40.6747,-73.9979
911,3574,Prospect Pl & Underhill Ave,0.977106227106227,40.677,-73.9658
912,3231,E 67 St & Park Ave,0.976555604589585,40.7678,-73.9659
913,3049,Cambridge Pl & Gates Ave,0.97615276311158,40.6849,-73.963
914,3375,3 Ave & E 72 St,0.975951740441836,40.7699,-73.9606
953,173,Broadway & W 49 St,0.97561465078829,40.7607,-73.9845
955,3328,W 100 St & Manhattan Ave,0.975609756097561,40.795,-73.9645
956,3043,Lewis Ave & Decatur St,0.975374064837905,40.6815,-73.9349
957,270,Adelphi St & Myrtle Ave,0.97498109956573,40.6931,-73.9718
958,3106,Driggs Ave & N Henry St,0.974941352100661,40.7233,-73.9431
696,3131,E 68 St & 3 Ave,0.97471285661356,40.7671,-73.9622
697,3150,E 85 St & York Ave,0.974660546949704,40.7754,-73.948
698,3241,Monroe St & Tompkins Ave,0.974144415193682,40.6862,-73.9447
699,3176,W 64 St & West End Ave,0.974015125860707,40.7745,-73.9875
252,3054,Greene Ave & Throop Ave,0.973707620836216,40.6895,-73.9421
253,3020,NYCBS Test,0.973544973544974,40.6466,-74.016
254,3540,Morningside Ave & W 123 St,0.973063973063973,40.81,-73.9552
255,498,Broadway & W 32 St,0.972991563170401,40.7485,-73.9881
256,3145,E 84 St & Park Ave,0.972825038157225,40.7786,-73.9577
485,3643,E 41 St & 5 Ave,0.972727272727273,40.7527,-73.9812
486,3356,Amsterdam Ave & W 66 St,0.972420559219491,40.7747,-73.9847
487,3605,31 Ave & Crescent St,0.972386587771203,40.7658,-73.9265
488,3359,E 68 St & Madison Ave,0.972212780421482,40.7692,-73.967
489,450,W 49 St & 8 Ave,0.971962808539881,40.7623,-73.9879
959,501,FDR Drive & E 35 St,0.971780609447913,40.7442,-73.9712
960,3052,Lewis Ave & Madison St,0.97165015641293,40.6863,-73.9358
961,167,E 39 St & 3 Ave,0.971036153414489,40.7489,-73.976
962,3349,Grand Army Plaza & Plaza St West,0.971013563343701,40.673,-73.9709
416,3168,Central Park West & W 85 St,0.970333541477668,40.7847,-73.9696
417,3358,Garfield Pl & 8 Ave,0.970189003436426,40.6712,-73.9748
418,3143,5 Ave & E 78 St,0.969993704973071,40.7763,-73.9643
420,3175,W 70 St & Amsterdam Ave,0.969799029141565,40.7775,-73.9829
421,3097,N Henry St & Richardson St,0.969751243781094,40.7192,-73.9424
700,499,Broadway & W 60 St,0.969545342870094,40.7692,-73.9819
701,3331,Riverside Dr & W 104 St,0.969409896798095,40.8013,-73.9711
702,481,S 3 St & Bedford Ave,0.96901822658414,40.7126,-73.9626
703,3384,Smith St & 3 St,0.968846223510234,40.6787,-73.996
963,3625,28 St & 40 Ave,0.96875,40.7526,-73.9364
964,3073,Division Ave & Hooper St,0.968582942676207,40.7069,-73.9544
965,3313,6 Ave & 12 St,0.968030344080195,40.6663,-73.9855
966,437,Macon St & Nostrand Ave,0.968009687917855,40.681,-73.95
967,3595,35 St & Broadway,0.967161016949153,40.7603,-73.9222
704,3506,Lexington Ave & E 120 St,0.966565349544073,40.8013,-73.9398
705,3091,Frost St & Meeker St,0.965978413890192,40.7176,-73.9488
706,233,Cadman Plaza W & Pierrepont St,0.965914288020231,40.6948,-73.9905
915,406,Hicks St & Montague St,0.964855657163349,40.6951,-73.996
916,3563,28 St & 36 Ave,0.962585034013605,40.7572,-73.9327
917,3152,3 Ave & E 71 St,0.962403682060299,40.7687,-73.9612
918,3434,W 88 St & West End Ave,0.962181178540018,40.7903,-73.9772
919,3146,E 81 St & 3 Ave,0.962140526907366,40.7757,-73.9568
986,3559,21 St & 38 Ave,0.961904761904762,40.7576,-73.9391
987,2017,E 43 St & 2 Ave,0.961862091574691,40.7502,-73.9712
988,3310,14 St & 7 Ave,0.961373737373737,40.6638,-73.984
989,3343,W 107 St & Columbus Ave,0.960846199778214,40.7998,-73.9621
710,419,Carlton Ave & Park Ave,0.960437836222355,40.6958,-73.9736
714,3095,Graham Ave & Herbert St,0.959857421709242,40.7193,-73.945
715,3345,Madison Ave & E 99 St,0.959595135091013,40.7895,-73.9524
716,278,Concord St & Bridge St,0.959233252354487,40.6977,-73.9848
717,3341,Central Park West & W 102 St,0.959003854861409,40.7953,-73.9619
718,3581,Underhill Ave & Lincoln Pl,0.958980733374767,40.674,-73.9671
719,3617,28 Ave & 35 St,0.958469945355191,40.7671,-73.917
720,3582,Lincoln Pl & Classon Ave,0.958333333333333,40.6722,-73.9609
968,366,Clinton Ave & Myrtle Ave,0.957959395862975,40.6933,-73.9689
969,3293,W 92 St & Broadway,0.957918190608316,40.7921,-73.9739
970,3350,W 100 St & Broadway,0.957797043883436,40.7974,-73.9704
971,3162,W 78 St & Broadway,0.957634093922905,40.7834,-73.9809
972,3566,Crescent St & 35 Ave,0.957583547557841,40.7596,-73.9321
990,3576,Park Pl & Vanderbilt Ave,0.957573354480571,40.6767,-73.969
991,409,DeKalb Ave & Skillman St,0.956616524961849,40.6906,-73.9564
992,339,Avenue D & E 12 St,0.95633906773406,40.7258,-73.9742
993,447,8 Ave & W 52 St,0.955940692677652,40.7637,-73.9852
257,3418,Plaza St West & Flatbush Ave,0.955861968337346,40.675,-73.9711
258,314,Cadman Plaza West & Montague St,0.955629621914384,40.6938,-73.9905
262,3078,Broadway & Roebling St,0.955433455433456,40.7092,-73.9606
264,3056,Kosciuszko St & Nostrand Ave,0.95490931198703,40.6907,-73.9513
721,3294,E 91 St & Park Ave,0.954404084267355,40.7835,-73.9553
722,3098,Leonard St & Bayard St,0.954078947368421,40.7193,-73.9486
723,457,Broadway & W 58 St,0.953281166203501,40.767,-73.9817
724,3580,St Johns Pl & Washington Ave,0.953194650817236,40.6737,-73.9632
725,3158,W 63 St & Broadway,0.952440718992335,40.7716,-73.9826
920,3320,Central Park West & W 100 St,0.951638760242252,40.7934,-73.9636
921,3548,Pacific St & Bedford Ave,0.950819672131148,40.6778,-73.9529
922,3578,Park Pl & Franklin Ave,0.950201884253028,40.6742,-73.9565
923,3159,W 67 St & Broadway,0.950201207243461,40.7749,-73.9827
924,423,W 54 St & 9 Ave,0.94952352437098,40.7658,-73.9869
925,529,W 42 St & 8 Ave,0.948459502810794,40.7576,-73.991
926,3253,Bike The Branches - Central Branch,0.948051948051948,40.6728,-73.9689
927,3301,Columbus Ave & W 95 St,0.947676166928397,40.792,-73.9681
928,3567,11 St & 35 Ave,0.946629213483146,40.7627,-73.9391
994,153,E 40 St & 5 Ave,0.944612088752869,40.7521,-73.9816
995,3592,Crescent St & Broadway,0.944108761329305,40.7634,-73.9286
996,397,Fulton St & Clermont Ave,0.943852005982184,40.6842,-73.9692
997,3285,W 87 St & Amsterdam Ave,0.943848182122034,40.7884,-73.9747
929,3055,Greene Ave & Nostrand Ave,0.94316854807318,40.6883,-73.9509
930,3306,10 St & 7 Ave,0.941825223101532,40.6662,-73.982
931,3226,W 82 St & Central Park West,0.940617424323687,40.7828,-73.9714
932,244,Willoughby Ave & Hall St,0.940496465979733,40.692,-73.9654
973,239,Willoughby St & Fleet St,0.939783260632497,40.692,-73.9813
974,120,Lexington Ave & Classon Ave,0.938520111397046,40.6868,-73.9593
975,3585,Union St & Bedford Ave,0.938461538461538,40.6692,-73.9554
976,150,E 2 St & Avenue C,0.938088292493193,40.7209,-73.9809
977,3558,Bergen St & Vanderbilt Ave,0.937691521961185,40.6794,-73.968
978,3366,West End Ave & W 107 St,0.937657767918611,40.8021,-73.9682
979,281,Grand Army Plaza & Central Park S,0.937537111881548,40.7644,-73.9737
980,3178,Riverside Dr & W 78 St,0.936785696144664,40.7841,-73.9836
981,3602,31 Ave & 34 St,0.936526255049048,40.7632,-73.9208
265,3289,W 90 St & Amsterdam Ave,0.935724238201975,40.7902,-73.9729
266,321,Cadman Plaza E & Red Cross Pl,0.935342685677153,40.6999,-73.9897
267,3050,Putnam Ave & Throop Ave,0.93469730941704,40.6852,-73.9411
268,421,Clermont Ave & Park Ave,0.934563312981152,40.6957,-73.9713
726,3061,Throop Ave & Myrtle Ave,0.934401602403605,40.6962,-73.9437
727,3099,Leonard St & Manhattan Ave,0.933711295246402,40.7215,-73.949
728,490,8 Ave & W 33 St,0.933004143023097,40.7516,-73.9939
729,3172,W 74 St & Columbus Ave,0.932668200263641,40.7786,-73.9775
730,3357,W 106 St & Amsterdam Ave,0.932463410333274,40.8008,-73.9664
490,364,Lafayette Ave & Classon Ave,0.931205551732049,40.689,-73.9602
491,3058,Lewis Ave & Kosciuszko St,0.930402227128732,40.6924,-73.9371
492,267,Broadway & W 36 St,0.929531246257395,40.751,-73.9877
493,318,E 43 St & Vanderbilt Ave,0.929334578672802,40.7532,-73.978
1001,3134,3 Ave & E 62 St,0.928974477399144,40.7631,-73.9653
1002,241,DeKalb Ave & S Portland Ave,0.928533109416183,40.6898,-73.9749
1003,3165,Central Park West & W 72 St,0.928201339541756,40.7758,-73.976
1005,3075,Division Ave & Marcy Ave,0.927526132404181,40.7071,-73.958
1006,3297,6 St & 7 Ave,0.92720563569272,40.6687,-73.9799
933,449,W 52 St & 9 Ave,0.926540090151618,40.7646,-73.9879
934,519,E 42 St & Vanderbilt Ave,0.926109605060331,40.7524,-73.9784
494,3316,W 104 St & Amsterdam Ave,0.925708009727779,40.799,-73.9662
495,533,Broadway & W 38 St,0.925167811734976,40.753,-73.9872
499,3089,Leonard St & Meeker Ave,0.924937744574884,40.7173,-73.9482
